customer_id,product,price
49814,Camera,1252
975,Desktop,1043
26125,Tablet,817
23973,Mobile,385
16723,Camera,729
26341,Laptop,377
44830,Keyboard,530
27133,Mobile,678
10470,Laptop,1478
825,Keyboard,1345
37120,Headphones,1047
15014,Headphones,1238
2894,Laptop,66
38471,Smartwatch,340
26958,Tablet,358
28309,Mouse,570
3529,Monitor,530
5490,Mouse,1026
37313,Desktop,509
39176,Keyboard,993
14725,Desktop,604
20721,Monitor,913
8937,Keyboard,168
20178,Smartwatch,797
46025,Tablet,480
37226,Laptop,104
13750,Tablet,144
7250,Camera,967
21470,Headphones,796
9907,Monitor,1135
16732,Laptop,991
1252,Camera,1417
35955,Camera,131
38232,Desktop,1191
22831,Mouse,1287
25122,Monitor,699
44223,Laptop,172
26366,Desktop,195
11681,Monitor,259
26335,Desktop,573
5665,Tablet,1496
15964,Mouse,677
30810,Mouse,624
28304,Headphones,714
16111,Headphones,643
4755,Laptop,400
770,Mouse,1169
1236,Camera,625
4765,Mouse,228
45080,Laptop,1250
30160,Headphones,477
17742,Monitor,1286
48971,Mobile,1080
28623,Mouse,1179
13909,Mouse,168
42607,Camera,689
14272,Desktop,233
39522,Desktop,1301
114,Camera,414
14459,Mobile,888
43260,Keyboard,1139
42376,Keyboard,68
5265,Tablet,418
8263,Laptop,1087
13765,Smartwatch,1291
5777,Headphones,1344
2278,Tablet,959
21290,Mouse,948
34069,Camera,1047
6400,Headphones,186
23588,Keyboard,112
7196,Headphones,499
31743,Laptop,611
39935,Mouse,504
8149,Camera,704
23264,Laptop,188
18834,Tablet,768
24432,Keyboard,234
27102,Laptop,121
9176,Headphones,1066
30779,Mouse,335
40597,Mouse,515
33137,Tablet,831
40446,Smartwatch,1158
24476,Mouse,342
33748,Camera,694
44167,Keyboard,1059
38142,Desktop,88
32804,Monitor,1206
28012,Desktop,1000
4627,Keyboard,887
27891,Mouse,1026
30602,Camera,934
40236,Mobile,1265
11443,Keyboard,525
8350,Headphones,850
25411,Mobile,370
9234,Smartwatch,1051
12416,Keyboard,1453
45261,Camera,591
6638,Camera,1312
46959,Mobile,338
49684,Headphones,1367
17285,Camera,1072
20397,Laptop,495
27794,Headphones,596
34553,Tablet,881
8561,Laptop,813
40552,Desktop,1439
39178,Keyboard,1473
36577,Keyboard,262
49733,Monitor,1026
2134,Desktop,467
47742,Smartwatch,1108
24677,Camera,1133
5271,Mouse,704
12608,Keyboard,109
12243,Camera,78
30676,Desktop,478
35737,Laptop,66
2247,Laptop,1103
18075,Monitor,544
20854,Tablet,673
17430,Tablet,246
1302,Headphones,701
32061,Smartwatch,659
30100,Tablet,458
3952,Desktop,1375
38866,Mobile,594
38024,Mouse,481
10982,Smartwatch,242
42912,Smartwatch,83
35265,Headphones,1117
17141,Keyboard,1425
12740,Mobile,401
7635,Monitor,861
42536,Smartwatch,884
40677,Mobile,587
22248,Monitor,1115
30483,Tablet,1345
42877,Headphones,724
25355,Tablet,345
30246,Keyboard,80
36672,Headphones,1493
44389,Headphones,289
49635,Headphones,1043
30697,Mobile,760
44288,Laptop,1117
21450,Laptop,610
12739,Laptop,1156
47130,Mouse,294
4246,Monitor,488
18084,Camera,165
37496,Monitor,1411
12924,Tablet,1104
44264,Laptop,120
16059,Monitor,720
12557,Laptop,1288
14762,Desktop,1490
44471,Tablet,1219
35266,Mobile,1108
45736,Keyboard,537
47378,Monitor,622
41249,Headphones,646
33042,Mobile,1375
17911,Mouse,1176
40700,Desktop,753
24220,Camera,395
18428,Laptop,464
7582,Mobile,1371
7408,Mobile,1111
36343,Mobile,341
23702,Mobile,1018
39484,Desktop,666
21577,Camera,1262
8622,Monitor,1446
20917,Camera,231
47507,Headphones,532
13701,Laptop,1077
23564,Smartwatch,221
34134,Smartwatch,222
16045,Keyboard,1323
20423,Tablet,345
38048,Mouse,263
31807,Laptop,594
27235,Headphones,1204
13306,Headphones,839
36353,Desktop,1282
12894,Monitor,211
42229,Smartwatch,1052
24217,Monitor,471
15485,Mouse,453
2610,Smartwatch,472
28725,Laptop,437
784,Desktop,1278
36980,Smartwatch,270
15565,Camera,718
19941,Monitor,968
8575,Tablet,1321
43996,Headphones,1154
30325,Tablet,719
39277,Mouse,1178
46976,Keyboard,379
21705,Monitor,792
40351,Laptop,1341
10717,Desktop,1196
14783,Mouse,1041
1367,Monitor,540
32799,Smartwatch,1117
31600,Headphones,1484
19474,Camera,335
12157,Laptop,1197
43944,Camera,528
46929,Keyboard,533
28742,Mobile,1389
7721,Keyboard,663
29826,Camera,352
35134,Keyboard,606
42879,Monitor,995
19059,Desktop,182
32137,Keyboard,1190
19400,Camera,753
19961,Laptop,794
39764,Headphones,561
23084,Smartwatch,593
10823,Headphones,418
11161,Headphones,1476
33982,Camera,76
8585,Laptop,1277
18499,Mobile,1357
43275,Keyboard,486
6050,Mouse,1038
17058,Keyboard,880
44,Tablet,1012
396,Keyboard,1208
41294,Mouse,1294
4294,Smartwatch,341
33290,Smartwatch,1262
24894,Laptop,78
27591,Camera,952
25761,Monitor,429
2583,Mobile,498
18709,Mobile,131
33666,Keyboard,362
27554,Tablet,188
25915,Monitor,1372
45569,Monitor,517
25845,Tablet,578
37915,Keyboard,1129
33063,Tablet,1478
42344,Headphones,1176
12094,Tablet,644
16447,Camera,462
36864,Monitor,315
27535,Tablet,767
26027,Desktop,1298
10820,Desktop,1384
34032,Camera,435
15732,Mouse,749
34877,Mobile,1469
5848,Smartwatch,1423
3091,Desktop,1077
49451,Tablet,1010
21195,Smartwatch,80
15018,Desktop,840
42164,Monitor,1023
7619,Smartwatch,718
42717,Laptop,1142
32170,Mobile,725
27574,Camera,1082
22415,Monitor,934
6704,Tablet,580
22192,Headphones,1197
41252,Desktop,552
15916,Camera,903
37529,Keyboard,353
3729,Desktop,152
43096,Monitor,615
40698,Desktop,256
39807,Tablet,79
303,Desktop,1101
43134,Headphones,815
47730,Desktop,270
28789,Mouse,1156
39368,Desktop,1255
31146,Smartwatch,423
47806,Camera,973
33304,Mouse,144
13859,Monitor,1434
5962,Mouse,1131
6733,Laptop,1462
11482,Keyboard,964
43221,Keyboard,1375
38398,Mobile,811
49542,Tablet,540
12549,Camera,1258
24931,Desktop,1275
4177,Monitor,220
13694,Monitor,1483
23508,Desktop,236
33944,Camera,326
14978,Tablet,684
37946,Camera,1257
21993,Mouse,861
29586,Desktop,122
14689,Smartwatch,1167
23990,Camera,849
6629,Mouse,546
3285,Monitor,670
13204,Headphones,1021
4313,Smartwatch,1009
47758,Monitor,787
15774,Smartwatch,610
49702,Laptop,792
13428,Headphones,787
48980,Mobile,665
33709,Tablet,576
22999,Tablet,496
39663,Monitor,208
39674,Smartwatch,559
30174,Mouse,362
7858,Laptop,162
29774,Smartwatch,1282
43327,Mouse,256
6223,Keyboard,780
35372,Keyboard,754
15742,Desktop,424
36542,Smartwatch,408
8611,Mobile,286
41456,Camera,511
47305,Monitor,1462
6184,Monitor,893
30254,Keyboard,694
22305,Monitor,677
42892,Laptop,926
2162,Laptop,406
41676,Mouse,1188
9597,Laptop,1111
10593,Tablet,435
25108,Headphones,503
45091,Smartwatch,1126
2958,Mouse,998
13704,Mobile,1100
23026,Mouse,734
17251,Monitor,1068
34954,Laptop,606
43262,Camera,288
11063,Mobile,143
31577,Laptop,984
13530,Smartwatch,1069
35689,Mobile,715
43328,Mouse,1421
32297,Monitor,1229
38962,Desktop,1115
43986,Desktop,1263
5086,Mouse,1194
13409,Desktop,954
43214,Monitor,178
13157,Keyboard,113
31648,Mobile,993
25671,Smartwatch,815
7762,Headphones,1019
26461,Tablet,1053
36917,Monitor,290
47636,Mobile,296
33979,Tablet,1260
18004,Mouse,1121
5657,Camera,1315
22284,Keyboard,349
49038,Camera,803
10296,Tablet,143
6917,Tablet,1121
23846,Keyboard,631
36556,Monitor,58
31881,Smartwatch,1311
18519,Keyboard,988
27004,Smartwatch,1252
31120,Camera,576
34662,Smartwatch,955
14937,Monitor,862
15017,Monitor,1479
46066,Monitor,610
44888,Monitor,1361
49007,Headphones,1185
31039,Laptop,468
23640,Monitor,70
354,Keyboard,87
32224,Monitor,1054
44945,Smartwatch,709
17703,Monitor,744
34146,Monitor,985
20090,Mouse,683
39584,Tablet,1274
46850,Smartwatch,347
27516,Mouse,761
49005,Camera,994
33975,Desktop,301
41654,Laptop,1222
11757,Keyboard,139
8484,Keyboard,696
42376,Keyboard,199
4784,Laptop,371
40485,Headphones,186
23757,Monitor,346
16601,Mobile,412
43599,Mouse,255
12291,Camera,1171
42329,Keyboard,934
38206,Mouse,1363
34594,Monitor,729
9391,Desktop,998
15765,Headphones,84
12757,Mobile,1068
23026,Mouse,84
30619,Headphones,777
20290,Desktop,1149
29175,Monitor,115
43853,Laptop,1201
2149,Camera,1365
33513,Mobile,118
8469,Mobile,1457
22093,Headphones,253
25924,Mobile,608
33746,Laptop,932
534,Mouse,1200
28264,Headphones,1312
27768,Keyboard,1356
24528,Headphones,1431
26055,Desktop,873
48565,Headphones,649
39093,Desktop,381
32227,Tablet,280
20951,Tablet,1239
11830,Tablet,1305
45822,Camera,985
4549,Monitor,186
22946,Headphones,995
40639,Mouse,1481
2051,Desktop,509
32171,Mobile,1054
3039,Tablet,757
7200,Tablet,1188
40378,Keyboard,1048
17028,Keyboard,1071
4991,Monitor,331
31770,Mouse,465
15313,Camera,718
13628,Tablet,508
5045,Keyboard,1137
36946,Monitor,1076
15455,Mouse,248
36177,Smartwatch,1173
22050,Mobile,847
14743,Mobile,724
34201,Keyboard,1320
2216,Mouse,331
29698,Camera,1068
33096,Tablet,685
44845,Desktop,499
25552,Keyboard,1444
40255,Monitor,1299
47218,Smartwatch,803
27074,Laptop,1084
39226,Monitor,1043
23896,Camera,109
14523,Smartwatch,108
21946,Keyboard,1099
4504,Tablet,994
5244,Mouse,1347
513,Laptop,781
6651,Desktop,829
26684,Laptop,353
45550,Monitor,887
29884,Mouse,170
8035,Laptop,801
9992,Desktop,1251
35828,Keyboard,1297
18328,Mobile,124
5616,Laptop,915
32377,Mouse,1184
583,Monitor,607
2085,Headphones,171
4016,Mouse,921
40896,Keyboard,780
47031,Camera,1436
38471,Monitor,476
20109,Mobile,1234
3907,Monitor,1041
20021,Mouse,1104
27657,Monitor,578
9123,Keyboard,186
31162,Mobile,431
8532,Camera,1148
38214,Desktop,668
32458,Keyboard,509
45013,Keyboard,371
42828,Headphones,1150
16912,Headphones,698
19382,Laptop,279
6291,Smartwatch,1452
1623,Headphones,872
10159,Desktop,460
9442,Keyboard,52
23796,Monitor,512
23306,Keyboard,259
39282,Mouse,1094
28399,Tablet,175
14987,Headphones,1369
33128,Laptop,1448
43234,Headphones,196
17713,Tablet,389
30039,Mobile,1345
12402,Smartwatch,518
16703,Keyboard,925
22403,Keyboard,1432
16294,Headphones,648
16283,Camera,559
31435,Smartwatch,886
22290,Laptop,527
29980,Desktop,648
38453,Tablet,1421
33144,Keyboard,702
19467,Smartwatch,1053
4084,Mouse,1374
11889,Tablet,631
49454,Laptop,725
5809,Monitor,362
45141,Laptop,733
1540,Mobile,580
48022,Monitor,132
41227,Monitor,594
8058,Mouse,220
47144,Tablet,938
23266,Smartwatch,741
39044,Mouse,831
35001,Monitor,195
11315,Desktop,360
20441,Mouse,904
36282,Camera,565
26468,Mobile,1422
16935,Mobile,983
38319,Desktop,318
7073,Tablet,711
32224,Laptop,1127
36604,Monitor,1104
49142,Keyboard,968
39858,Laptop,734
4536,Headphones,1176
20509,Mobile,1022
4604,Desktop,399
28251,Desktop,1480
25592,Headphones,573
9039,Desktop,935
32731,Desktop,416
34630,Monitor,688
35835,Headphones,76
39031,Smartwatch,800
5385,Laptop,1101
44527,Headphones,244
10927,Camera,1067
38501,Mobile,1234
44065,Laptop,63
45400,Mouse,368
4631,Mobile,1430
47684,Monitor,1436
27769,Smartwatch,288
26595,Keyboard,1263
22320,Keyboard,499
38491,Monitor,391
6806,Monitor,864
6386,Monitor,516
30888,Desktop,932
5594,Smartwatch,953
28512,Headphones,651
15876,Laptop,1497
12101,Laptop,1459
3748,Laptop,259
24450,Mobile,788
30697,Smartwatch,426
30627,Camera,662
22669,Mobile,595
23446,Tablet,478
22479,Monitor,460
27298,Desktop,85
38529,Mobile,1275
725,Mobile,1414
42754,Desktop,635
39109,Mobile,253
356,Desktop,856
42035,Camera,288
10925,Headphones,463
40159,Keyboard,1299
9880,Camera,1041
44695,Desktop,1389
2734,Headphones,852
25600,Keyboard,566
17130,Mobile,1489
25095,Laptop,425
37917,Mobile,794
26595,Laptop,1034
37254,Desktop,1137
33843,Tablet,472
14932,Camera,733
42018,Smartwatch,727
37030,Smartwatch,804
43993,Laptop,863
6268,Mobile,332
41141,Laptop,491
41426,Smartwatch,948
48084,Mobile,691
9985,Camera,612
23838,Tablet,574
4450,Smartwatch,974
41666,Tablet,773
43335,Mobile,424
4820,Laptop,383
31140,Mobile,341
12766,Tablet,292
45026,Monitor,715
29996,Desktop,372
38699,Monitor,787
43607,Desktop,649
11521,Laptop,943
6864,Headphones,818
26326,Desktop,96
3917,Mobile,462
35737,Tablet,372
3765,Camera,344
19578,Monitor,1359
28029,Smartwatch,872
48532,Headphones,1097
38946,Headphones,599
23705,Camera,56
19668,Desktop,650
9376,Monitor,479
1864,Desktop,1326
8525,Keyboard,383
18145,Desktop,239
26436,Mouse,250
37075,Headphones,1390
17675,Headphones,193
28122,Mouse,630
24644,Mouse,741
22844,Mobile,450
15264,Camera,1231
38227,Camera,1013
43978,Smartwatch,327
6316,Mobile,1135
30496,Keyboard,163
44397,Mouse,293
4841,Smartwatch,1412
15325,Tablet,333
11033,Keyboard,176
31139,Tablet,386
28431,Tablet,721
5915,Monitor,121
27688,Smartwatch,169
23804,Laptop,416
7338,Mouse,147
48525,Mouse,86
19870,Desktop,817
2667,Keyboard,471
3379,Mouse,562
41504,Tablet,596
36235,Keyboard,239
29052,Keyboard,962
12152,Monitor,1136
28865,Desktop,885
21163,Smartwatch,797
32311,Tablet,478
19239,Desktop,1111
21238,Camera,530
15354,Monitor,1117
26322,Mobile,678
35172,Camera,525
5987,Headphones,91
17062,Tablet,641
3448,Smartwatch,268
8658,Tablet,657
13085,Mobile,1059
817,Mouse,1091
47438,Smartwatch,1463
32567,Keyboard,1368
13882,Keyboard,1332
881,Monitor,1255
49510,Laptop,395
15739,Laptop,471
18981,Laptop,700
12115,Camera,838
29200,Smartwatch,1080
4523,Desktop,558
20133,Mobile,885
25025,Monitor,689
29242,Camera,939
49962,Desktop,1057
20940,Camera,534
3306,Desktop,1351
3973,Mouse,494
8491,Mouse,870
10433,Keyboard,684
5718,Headphones,818
15659,Laptop,140
13657,Camera,480
882,Smartwatch,846
13480,Headphones,935
45722,Monitor,1288
17287,Laptop,864
30629,Monitor,552
25894,Camera,1047
5199,Smartwatch,838
33490,Headphones,723
6454,Mobile,257
34615,Laptop,842
31441,Laptop,947
31223,Camera,345
28588,Mouse,789
1974,Monitor,1484
22755,Mouse,254
38645,Camera,765
39115,Headphones,1143
49906,Mouse,407
42427,Monitor,686
37002,Camera,1278
16236,Smartwatch,1353
35190,Mouse,656
13806,Smartwatch,861
20557,Headphones,506
12990,Tablet,202
30728,Keyboard,1235
32029,Smartwatch,869
21637,Smartwatch,939
41114,Laptop,1041
47720,Headphones,239
12151,Laptop,790
39479,Camera,766
24429,Monitor,915
41467,Keyboard,51
47393,Smartwatch,1447
7325,Keyboard,818
2746,Camera,726
49488,Mouse,738
33223,Monitor,844
36477,Desktop,422
32933,Mobile,803
503,Smartwatch,71
41332,Keyboard,326
19201,Headphones,602
11113,Headphones,809
2646,Headphones,873
8132,Tablet,1078
37106,Desktop,1063
12579,Desktop,843
15254,Keyboard,945
29204,Desktop,1279
11002,Camera,450
27830,Mobile,1255
46177,Laptop,390
13236,Keyboard,1273
34468,Keyboard,339
29601,Camera,716
40780,Mouse,754
35581,Smartwatch,382
16986,Camera,1248
28882,Mobile,1171
44219,Tablet,1126
42965,Mobile,983
49258,Mobile,68
36799,Desktop,53
23175,Monitor,289
29772,Tablet,510
31446,Monitor,389
26175,Monitor,390
43500,Tablet,67
12459,Monitor,672
49003,Camera,958
32821,Mobile,547
24474,Desktop,246
10406,Headphones,832
19825,Desktop,644
45343,Headphones,503
488,Mouse,257
14127,Keyboard,822
21128,Desktop,89
807,Mouse,969
21442,Desktop,452
48338,Monitor,417
24710,Laptop,203
21979,Smartwatch,1058
23337,Smartwatch,1398
13891,Desktop,732
20358,Mouse,303
27416,Headphones,203
29222,Camera,1472
24691,Desktop,1125
3941,Mouse,503
30789,Monitor,127
36830,Headphones,807
1703,Laptop,965
44302,Keyboard,132
10871,Camera,1325
24548,Desktop,1382
30734,Mobile,532
35147,Mouse,1371
22400,Smartwatch,1448
47819,Laptop,901
10415,Desktop,141
12801,Desktop,1447
19695,Smartwatch,756
7385,Smartwatch,372
32077,Desktop,1132
2761,Laptop,328
44926,Tablet,1119
10612,Headphones,1500
34406,Keyboard,891
2410,Monitor,672
26135,Mouse,1284
23036,Desktop,1247
28131,Laptop,977
11868,Headphones,136
45591,Desktop,1443
26679,Camera,1108
20129,Mobile,1386
19913,Smartwatch,870
13528,Monitor,225
23400,Mouse,1430
33225,Desktop,741
44105,Desktop,1398
38419,Tablet,550
23498,Mobile,419
21744,Headphones,556
9116,Smartwatch,438
42011,Desktop,1337
4847,Mouse,391
28780,Keyboard,519
24944,Camera,376
36108,Headphones,400
778,Keyboard,1355
5985,Monitor,714
32630,Tablet,831
20266,Headphones,1491
45549,Tablet,1474
30116,Tablet,95
23390,Camera,168
11261,Headphones,400
42215,Monitor,159
42948,Monitor,1216
13118,Mobile,85
8510,Headphones,780
46079,Smartwatch,97
6450,Headphones,912
22566,Monitor,1050
26385,Smartwatch,891
23140,Laptop,1500
15454,Mouse,267
7638,Laptop,1279
26005,Mobile,1157
5875,Camera,164
48190,Mouse,193
23874,Tablet,199
45436,Headphones,925
20461,Tablet,1347
15394,Tablet,1231
8393,Headphones,975
38700,Camera,174
21328,Desktop,181
45972,Mouse,753
18960,Headphones,580
36214,Laptop,150
4667,Monitor,146
3083,Monitor,1408
24924,Monitor,1041
16764,Tablet,1136
24645,Tablet,579
44365,Laptop,1026
36636,Monitor,1353
26591,Headphones,108
31089,Mobile,1354
33830,Keyboard,1198
39800,Tablet,1192
6268,Laptop,671
22899,Laptop,52
21780,Monitor,1110
30535,Mouse,1119
4048,Camera,1431
34057,Smartwatch,98
34449,Headphones,1470
19999,Laptop,907
12297,Tablet,1319
21527,Tablet,1453
18950,Monitor,1194
14452,Tablet,626
44027,Keyboard,451
1629,Desktop,896
27621,Keyboard,936
8432,Headphones,727
27409,Smartwatch,1217
3158,Monitor,79
15614,Tablet,1490
41854,Tablet,425
4398,Camera,1084
20013,Mobile,985
4188,Smartwatch,506
26830,Keyboard,311
17631,Headphones,1215
32640,Smartwatch,113
9663,Monitor,1129
39493,Mouse,1185
8368,Mouse,1049
39446,Smartwatch,273
3749,Laptop,1099
28486,Desktop,1161
49036,Headphones,489
17933,Mouse,1048
19449,Mouse,1409
49726,Smartwatch,597
48010,Tablet,944
44767,Camera,1011
47636,Keyboard,106
8410,Headphones,953
1638,Headphones,235
39662,Laptop,345
29714,Mouse,1219
42089,Desktop,864
11162,Camera,954
41846,Monitor,704
25937,Smartwatch,1146
22704,Desktop,119
35416,Headphones,801
37827,Mobile,516
2756,Mouse,966
30877,Camera,76
21764,Keyboard,1196
19694,Keyboard,1308
919,Desktop,653
13253,Mouse,624
45670,Headphones,988
17989,Monitor,706
48687,Smartwatch,1406
18416,Camera,218
47561,Desktop,1206
986,Smartwatch,1208
40892,Keyboard,1284
2691,Mobile,503
41767,Camera,1446
29487,Mouse,1330
14232,Desktop,1393
16033,Laptop,282
45595,Smartwatch,1340
8854,Tablet,536
9015,Desktop,213
1383,Smartwatch,328
33714,Mobile,255
11751,Desktop,1118
24182,Camera,776
36921,Monitor,516
2299,Tablet,1497
4692,Desktop,116
48802,Laptop,570
24620,Camera,1006
18725,Mouse,449
16853,Camera,1359
20516,Desktop,665
31345,Laptop,682
32288,Laptop,775
3532,Tablet,1270
5784,Smartwatch,956
49298,Camera,1453
31708,Smartwatch,301
16171,Keyboard,1095
41851,Smartwatch,841
13724,Mobile,639
48634,Camera,787
6895,Keyboard,1351
20821,Tablet,238
13450,Keyboard,78
16070,Monitor,677
15641,Headphones,1069
43442,Mobile,70
37555,Laptop,454
37059,Mobile,1471
8139,Laptop,1385
24818,Tablet,1195
1566,Mouse,277
18666,Headphones,378
48151,Keyboard,519
31357,Camera,397
31682,Smartwatch,806
12687,Tablet,998
39312,Headphones,223
42375,Headphones,1304
31283,Camera,307
33342,Smartwatch,1086
7914,Mouse,63
23001,Mobile,226
37740,Monitor,416
32261,Mouse,1442
1630,Keyboard,487
14898,Monitor,632
10174,Monitor,835
14600,Mobile,563
17039,Monitor,445
5495,Smartwatch,544
18195,Mobile,1500
29082,Mouse,391
11719,Camera,151
29370,Desktop,1144
11410,Mobile,1388
24758,Tablet,156
32975,Smartwatch,747
41074,Desktop,138
170,Camera,170
14052,Smartwatch,724
4868,Smartwatch,801
21332,Headphones,780
11805,Mobile,1326
37132,Camera,288
10011,Laptop,92
44196,Smartwatch,965
22668,Smartwatch,311
12590,Mobile,892
16068,Desktop,1226
30367,Camera,159
30948,Smartwatch,1380
2843,Desktop,1341
45711,Laptop,504
46143,Smartwatch,51
17463,Monitor,409
35621,Smartwatch,302
26309,Camera,854
32821,Headphones,1199
17898,Monitor,849
19878,Smartwatch,410
20263,Keyboard,1044
10168,Monitor,862
25229,Monitor,129
13939,Keyboard,470
32332,Smartwatch,318
42476,Tablet,115
26115,Headphones,1441
3626,Desktop,960
37893,Smartwatch,1391
14605,Mouse,1459
14274,Monitor,956
124,Keyboard,168
24823,Keyboard,1442
34974,Desktop,54
31177,Tablet,848
5186,Camera,815
28984,Headphones,916
15933,Smartwatch,1483
1341,Mobile,1410
6595,Mouse,347
10719,Camera,642
33241,Smartwatch,934
13557,Headphones,186
42257,Monitor,1441
10199,Headphones,460
15831,Smartwatch,439
20076,Desktop,248
39841,Tablet,444
16786,Laptop,160
20573,Tablet,172
22034,Keyboard,1159
43317,Headphones,675
10757,Laptop,980
32121,Laptop,604
11529,Desktop,788
16300,Monitor,360
7134,Smartwatch,682
